student_id,first_name,last_name,age,gender
846,Robert,Casey,18.0,Unknown
847,Sierra,Jackson,20.0,M
848,Ronald,Mendez,,M
849,Catherine,Jones,,M
850,John,Horton,,F
851,Tara,Andrews,,F
852,Kenneth,Walker,20.0,Unknown
853,Christopher,Webb,23.0,M
854,Megan,Reyes,,Unknown
855,Tiffany,Cooke,,M
856,Thomas,Harris,,F
857,Shannon,Moore,20.0,M
858,Sandra,Obrien,,Unknown
859,Denise,Hodges,21.0,M
860,Allison,Scott,,F
861,Catherine,Fowler,,F
862,Whitney,Nguyen,,Unknown
863,Bethany,Chapman,21.0,M
864,Greg,Lane,20.0,F
865,Joshua,Hansen,20.0,M
866,Joseph,Ray,,F
867,Steven,Baker,,M
868,Mariah,Brooks,20.0,M
869,Jessica,Lane,,Unknown
870,Elizabeth,Carlson,27.0,F
871,Karen,Hess,,M
872,Mark,Edwards,,M
873,Diane,Mckinney,22.0,M
874,Carl,Scott,20.0,F
875,Joseph,Myers,20.0,F
876,Steve,Murray,,F
877,Julia,Bridges,,F
878,Stacy,Powell,,Unknown
879,Dustin,Brown,29.0,M
880,Karla,Short,20.0,F
881,Colleen,Rice,,F
882,David,Solis,20.0,F
883,Denise,Jimenez,,F
884,Lawrence,Klein,,Unknown
885,Tracy,Ward,,Unknown
886,Matthew,Miller III,20.0,M
887,Sean,Butler,20.0,F
888,Kathryn,Bean,20.0,M
889,Mr.,Kevin Bradley,,M
890,David,Anderson,,F
891,Kimberly,Alvarez,,F
892,Elizabeth,Guerra,,F
893,Joseph,Black,20.0,M
894,Sara,Reed,26.0,F
895,Katie,Tanner,,F
896,Adrian,Francis,19.0,F
897,Ashley,Chapman,20.0,F
898,Matthew,Berger,,F
899,Miguel,Little,21.0,F
900,Scott,Stuart,,F
901,Kimberly,Shepherd,,M
902,Kimberly,Gibson,,F
903,Theresa,Glenn,20.0,Unknown
904,Richard,Fisher,21.0,F
905,Natasha,Munoz,29.0,M
906,Michael,Roach,20.0,F
907,Jon,Roberson,20.0,M
908,Elizabeth,Boyd,20.0,Unknown
909,Paul,Morrison,,M
910,Casey,Hart,21.0,F
911,John,Parker,,M
912,Denise,Melton,,M
913,Jessica,Johnson,20.0,M
914,Kyle,Williams,20.0,M
915,Leslie,Harrison,,M
916,Patricia,Martin,20.0,M
917,Mary,Johnson,25.0,Unknown
918,Joshua,Miller,25.0,M
919,Nathan,Johnson,21.0,F
920,Tracy,Davis,,F
921,Lonnie,Thomas,20.0,F
922,Philip,King,,F
923,Raven,Rodriguez,20.0,Unknown
924,Patricia,Adams,21.0,M
925,William,Mcclure,,F
926,Steven,Reyes,20.0,F
927,Valerie,Peterson,,F
928,Kristy,Barber,20.0,F
929,Nathaniel,Lopez,20.0,Unknown
930,Katherine,Gonzalez,28.0,F
931,Michael,Nguyen,20.0,F
932,Elizabeth,Mendoza,,F
933,Samuel,Smith,,M
934,Paula,Williams,,F
935,Mrs.,Brittany Summers,,Unknown
936,Patrick,Flores,20.0,Unknown
937,Diana,Ruiz,24.0,M
938,Martha,Gibson,,M
939,James,Garner,20.0,F
940,Daniel,Peterson,18.0,M
941,Kaitlin,Rodriguez,,M
942,Steven,Bennett,,M
943,Cameron,Terry,,Unknown
944,Matthew,Yu,,M
945,Katherine,King,17.0,M
946,Jennifer,Alvarez,,F
947,Vanessa,Martin,,F
948,Jennifer,Johnson,20.0,M
949,Erin,Holloway,28.0,M
950,Jacqueline,Jensen,,F
951,Christopher,Clark,,F
952,Kevin,Powers,,M
953,Lindsey,Carter,20.0,Unknown
954,Theresa,Stephenson,,M
955,Teresa,Larson,20.0,F
956,Larry,Yang,25.0,M
957,Sophia,Diaz,,F
958,Donna,Morrison,18.0,Unknown
959,William,Hall,28.0,M
960,Craig,Olson,28.0,Unknown
961,Whitney,Miller,,F
962,Victor,Soto,23.0,F
963,Thomas,Martinez,,F
964,Jennifer,Wong,,Unknown
965,Ivan,Peterson,,F
966,Bryce,Cook,20.0,M
967,Lisa,Ramirez,,M
968,Jennifer,Gonzales MD,,M
969,Seth,Williams,24.0,M
970,Vickie,Drake,25.0,M
971,Kirsten,Hodges,20.0,F
972,Rhonda,Mitchell,,Unknown
973,Lisa,Hernandez,,F
974,William,Walker,,M
975,Mrs.,Mary Morales,20.0,F
976,Samantha,Adams,20.0,F
977,Francisco,Rivera,,M
978,Jonathan,Garcia,20.0,F
979,Shirley,Kelly,,Unknown
980,Alicia,Fuller,24.0,F
981,Robert,Dunlap,,F
982,Gregory,Wang,,M
983,Peter,Conley,,Unknown
984,Cameron,Tucker,,M
985,Nathan,Dennis,20.0,F
986,Paul,Lee,,F
987,Erin,Hobbs,,F
988,Matthew,Ryan MD,,F
989,Chelsea,Skinner,25.0,M
990,Patricia,Anderson,,F
991,Henry,Wood,20.0,M
992,Tyler,Cole,,F
993,Joyce,Murillo,,F
994,Anthony,Gonzalez,20.0,Unknown
995,Mrs.,Debra Bell,20.0,Unknown
996,Mark,Garcia,20.0,Unknown
997,Jessica,Madden,20.0,Unknown
998,Erin,Dunn,,M
999,Tamara,Moreno,20.0,M
1000,Brittany,Fox,20.0,M
