student_id,first_name,last_name,age,gender,grade,major_id
682,Curtis,Tucker,twenty,Male,D,1
683,Michelle,Wells,28,M,A,1
684,Terry,Brown,19,M,F,5
685,Terry,Arroyo,twenty,,B,3
686,Sarah,Chan,-1,Female,B,5
687,Ricky,King,twenty,Female,F,6
688,Lynn,Johnson,27,F,A+,4
689,George,Hunter,,Female,Z,5
690,Christine,Martinez,,Female,Z,2
691,Justin,Cole,twenty,Female,F,6
692,Nicole,Hendricks,21,,B,2
693,Laura,Maldonado,twenty,Female,C,6
694,Anthony,Powell,-1,Female,A+,1
695,Amber,Gonzalez,-1,,D,4
696,Theresa,Howell,,,Z,5
697,Lori,Walton,-1,,C,6
698,Jack,Scott,-1,,B,5
699,Joshua,Douglas,20,M,A+,4
700,Andrea,Willis DDS,20,,F,2
701,Shannon,Snow,-1,Male,A,2
702,Crystal,Wade,twenty,Female,C,2
703,Maurice,Green,-1,Male,D,3
704,Dylan,Wallace,-1,Male,B,3
705,Laura,Stevenson,twenty,Female,F,5
706,Gary,Blackburn,,F,B,4
707,Mandy,Wood,21,,A+,2
708,Traci,Navarro,-1,Female,F,4
709,Marissa,Richards,,F,A+,6
710,Victoria,Stone,-1,F,D,3
711,Patrick,Shields,,Male,Z,1
712,Stacey,Bailey,,M,Z,2
713,Ashley,Salazar,twenty,Female,C,2
714,Roger,Medina,twenty,F,A+,2
715,Marc,Vaughn,,M,D,3
716,Miss,Alicia Porter,,M,Z,5
717,Paul,Gonzalez,,M,F,2
718,Michael,Jackson,27,M,A+,4
719,Gary,Mcdonald,-1,M,F,4
720,William,Curtis,-1,F,A,6
721,Linda,Watson,,F,A,2
722,Julian,Evans,28,M,B,2
723,Kathy,Hoffman,,Male,B,6
724,Cynthia,Mcneil,29,Female,C,6
725,Jenna,Villarreal,twenty,Female,A,1
726,Sarah,Perez,-1,Male,B,3
727,Juan,Barry DDS,-1,Female,A,3
728,Bailey,Scott,,,A,5
729,Alice,Allen,twenty,Female,D,6
730,Sheri,Kirby,19,M,B,1
731,Allen,Baldwin,27,Male,F,4
732,Randy,Crane,,M,Z,3
733,Allison,Ferguson,-1,Male,A,1
734,Ashley,Yang DDS,,,A+,5
735,Danielle,Robinson,17,F,D,2
736,Amanda,Hanson,19,F,A+,5
737,Christopher,Vasquez,17,F,Z,5
738,Alex,Stout,20,Female,F,5
739,Duane,Wallace,,Male,D,3
740,Adam,Green,,,C,2
741,Karen,Sanchez,-1,,C,2
742,Michael,Kennedy,-1,M,A+,5
743,Sherri,Tucker,twenty,F,A+,6
744,Robert,Hartman,-1,F,Z,4
745,Robert,Norris,twenty,M,Z,6
746,Christopher,Yoder,-1,M,A+,4
747,Robert,Smith,,M,A+,2
748,Jeffrey,Cole,-1,Male,C,1
749,Roger,Garrison,twenty,F,B,3
750,Sarah,Patterson,twenty,,A,4
751,Gina,Chambers,25,Male,A+,6
752,Aaron,Herring,18,,C,3
753,Bryan,Stokes,,,D,3
754,Martha,Kent,20,F,A,1
755,Michelle,Morris,twenty,,F,4
756,Darrell,Howard,,Male,A,1
757,Shane,Rodriguez,-1,Male,A,1
758,Mary,Cross,twenty,Male,A,3
759,Roberta,Calderon,-1,,A,1
760,Tara,Caldwell,,Male,C,6
761,Joshua,Smith,,,C,2
762,Mary,Case,-1,Female,Z,3
763,Alexander,Smith,28,,D,2
764,James,Moore,twenty,,C,3
765,Leslie,Hudson,24,Male,D,6
766,Sheila,Martinez,-1,M,B,6
767,Jimmy,Fox,twenty,M,A+,2
768,Bryan,Gregory,-1,F,Z,4
769,Angel,Espinoza,twenty,Male,Z,5
770,Samuel,Hernandez,twenty,Male,A+,6
771,Ana,Mitchell,27,,C,5
772,Donald,Bean,twenty,Female,A+,3
773,Justin,Rivera,-1,F,B,3
774,Gregg,Khan,twenty,M,A,1
775,Victoria,Lopez,twenty,F,Z,2
776,Sean,Sanchez,-1,Male,B,5
777,Stacy,White,,F,F,3
778,Dr.,Patricia Miller,twenty,Female,D,4
779,Paul,Hunter,,M,C,6
780,Michael,Woods,twenty,Female,B,2
781,Stephen,Young,-1,,A,5
782,Albert,Singh,,Male,D,4
783,Megan,Barnes,-1,Male,A,6
784,Erika,Fisher,,M,D,3
785,Sandra,Chen,,Male,A+,1
786,Brooke,Gonzalez,27,,C,1
787,Joy,Williams,21,Female,Z,5
788,George,Adams,-1,,Z,2
789,Erika,Wagner,,Female,B,1
790,Michael,Paul,twenty,F,A,2
791,Megan,Oliver,-1,Male,D,4
792,Stacey,Thomas,22,F,A,4
793,Jamie,Jones,-1,Female,A,2
794,Christopher,West,-1,F,C,4
795,Christian,Fisher,-1,Female,A+,4
796,Mrs.,Olivia Thompson,twenty,Female,C,3
797,Julie,Stephenson,,Female,Z,6
798,Daniel,Gonzalez,twenty,F,Z,2
799,Lori,King,-1,F,A,5
800,Melinda,Massey MD,,Female,Z,4
801,George,Lewis,-1,,D,2
802,Barbara,Palmer,30,,C,4
803,Mary,Perez,19,M,F,1
804,Julia,Stewart,-1,Male,C,3
805,Rebekah,Spence,,M,A+,3
806,Erica,Richmond,-1,Male,A,4
807,Kathleen,Martin,28,F,C,3
808,Melissa,Hunter,,M,A,1
809,Jackson,Osborne,,F,D,5
810,Yesenia,Aguilar,twenty,,D,5
811,Cole,Martinez,twenty,Female,Z,1
812,Douglas,Lewis,,F,Z,3
813,Anthony,Richard,-1,Male,B,4
814,Jacqueline,Burnett,-1,Female,D,1
815,Patrick,Brown,-1,,C,2
816,Suzanne,Harrison,-1,Female,B,5
817,Christopher,Wiley,,Female,C,3
818,Dalton,Mann,24,,Z,5
819,Robert,Hayes,-1,M,D,1
820,Ashley,Nelson,23,Male,A,3
821,Darlene,Leonard,22,,B,4
822,Amy,Meyer,,M,B,1
823,Sherry,White,-1,M,F,6
824,Courtney,Everett,27,F,D,4
825,Joshua,Miller,26,F,Z,6
826,Taylor,Miller,-1,M,Z,4
827,Melissa,Pope,,F,F,5
828,Carolyn,Phillips,18,Male,D,2
829,Lori,Johnson,,Female,B,1
830,Julia,Scott,-1,F,D,3
831,John,Berg,30,Male,D,1
832,Briana,Marshall,twenty,M,A,4
833,Jacob,Jordan,,,F,2
834,Emily,Buchanan,-1,Female,Z,3
835,Brandon,Ruiz,,,B,4
836,Henry,Mitchell,twenty,Male,Z,3
837,Cody,Mcguire,-1,,A,2
838,John,Smith,,F,D,4
839,Scott,Richard,23,Male,A,3
840,Michael,Burke,twenty,M,C,5
841,Brian,Hernandez,-1,M,D,2
842,Ashley,Campbell,29,Female,A+,5
843,Pamela,Alvarez,,F,A,3
844,Eric,Lloyd,,Female,Z,4
845,Dominique,Edwards,twenty,Male,A,4
846,Robert,Casey,18,,C,2
847,Sierra,Jackson,twenty,M,F,2
848,Ronald,Mendez,-1,Male,B,2
849,Catherine,Jones,-1,M,Z,5
850,John,Horton,,F,C,2
851,Tara,Andrews,,Female,B,3
852,Kenneth,Walker,twenty,,D,4
853,Christopher,Webb,23,M,D,6
854,Megan,Reyes,-1,,C,1
855,Tiffany,Cooke,,M,B,1
856,Thomas,Harris,-1,Female,C,4
857,Shannon,Moore,twenty,M,Z,4
858,Sandra,Obrien,-1,,A,6
859,Denise,Hodges,21,M,F,5
860,Allison,Scott,-1,Female,A+,1
861,Catherine,Fowler,-1,Female,A+,2
862,Whitney,Nguyen,,,B,4
863,Bethany,Chapman,21,Male,A+,4
864,Greg,Lane,twenty,F,A,4
865,Joshua,Hansen,twenty,M,Z,5
866,Joseph,Ray,,Female,Z,4
867,Steven,Baker,,Male,A,3
868,Mariah,Brooks,twenty,Male,A,1
869,Jessica,Lane,,,A,1
870,Elizabeth,Carlson,27,F,F,6
871,Karen,Hess,,Male,A,5
872,Mark,Edwards,-1,M,A+,4
873,Diane,Mckinney,22,M,A,4
874,Carl,Scott,twenty,F,F,3
875,Joseph,Myers,twenty,F,A,6
876,Steve,Murray,-1,Female,C,1
877,Julia,Bridges,,Female,F,1
878,Stacy,Powell,-1,,C,1
879,Dustin,Brown,29,Male,F,1
880,Karla,Short,twenty,F,A,4
881,Colleen,Rice,,Female,B,1
882,David,Solis,twenty,F,A+,4
883,Denise,Jimenez,-1,F,Z,2
884,Lawrence,Klein,-1,,Z,1
885,Tracy,Ward,,,D,6
886,Matthew,Miller III,twenty,Male,D,1
887,Sean,Butler,twenty,F,D,2
888,Kathryn,Bean,20,Male,A+,3
889,Mr.,Kevin Bradley,,Male,A,6
890,David,Anderson,-1,F,F,3
891,Kimberly,Alvarez,,F,F,5
892,Elizabeth,Guerra,,Female,Z,6
893,Joseph,Black,twenty,M,A,2
894,Sara,Reed,26,Female,A+,1
895,Katie,Tanner,,F,D,5
896,Adrian,Francis,19,Female,C,6
897,Ashley,Chapman,twenty,Female,Z,4
898,Matthew,Berger,-1,Female,D,3
899,Miguel,Little,21,Female,A+,4
900,Scott,Stuart,,Female,A+,1
901,Kimberly,Shepherd,-1,M,Z,3
902,Kimberly,Gibson,-1,F,C,4
903,Theresa,Glenn,twenty,,F,6
904,Richard,Fisher,21,F,B,4
905,Natasha,Munoz,29,M,A,1
906,Michael,Roach,twenty,Female,Z,6
907,Jon,Roberson,twenty,M,Z,2
908,Elizabeth,Boyd,twenty,,A,4
909,Paul,Morrison,-1,M,B,5
910,Casey,Hart,21,F,F,2
911,John,Parker,-1,Male,Z,5
912,Denise,Melton,-1,M,B,1
913,Jessica,Johnson,twenty,M,D,4
914,Kyle,Williams,twenty,Male,C,6
915,Leslie,Harrison,,Male,D,4
916,Patricia,Martin,twenty,M,A+,2
917,Mary,Johnson,25,,C,4
918,Joshua,Miller,25,Male,A+,5
919,Nathan,Johnson,21,Female,D,2
920,Tracy,Davis,,F,B,1
921,Lonnie,Thomas,twenty,Female,B,4
922,Philip,King,-1,Female,A,6
923,Raven,Rodriguez,twenty,,Z,2
924,Patricia,Adams,21,Male,A,2
925,William,Mcclure,,F,F,6
926,Steven,Reyes,twenty,F,A+,5
927,Valerie,Peterson,,F,F,5
928,Kristy,Barber,twenty,F,B,4
929,Nathaniel,Lopez,twenty,,A+,3
930,Katherine,Gonzalez,28,Female,F,2
931,Michael,Nguyen,twenty,Female,A+,4
932,Elizabeth,Mendoza,-1,F,B,2
933,Samuel,Smith,-1,M,A,2
934,Paula,Williams,,F,A,5
935,Mrs.,Brittany Summers,,,D,4
936,Patrick,Flores,twenty,,Z,6
937,Diana,Ruiz,24,Male,D,2
938,Martha,Gibson,,Male,F,5
939,James,Garner,20,F,C,5
940,Daniel,Peterson,18,Male,F,3
941,Kaitlin,Rodriguez,,Male,D,2
942,Steven,Bennett,-1,Male,Z,3
943,Cameron,Terry,-1,,F,6
944,Matthew,Yu,,M,F,4
945,Katherine,King,17,Male,F,6
946,Jennifer,Alvarez,-1,Female,A+,1
947,Vanessa,Martin,,F,B,4
948,Jennifer,Johnson,twenty,Male,A+,2
949,Erin,Holloway,28,M,D,3
950,Jacqueline,Jensen,,Female,Z,6
951,Christopher,Clark,-1,Female,B,3
952,Kevin,Powers,-1,Male,A,1
953,Lindsey,Carter,twenty,,B,3
954,Theresa,Stephenson,,Male,B,1
955,Teresa,Larson,twenty,Female,Z,2
956,Larry,Yang,25,Male,A+,2
957,Sophia,Diaz,-1,F,C,5
958,Donna,Morrison,18,,D,4
959,William,Hall,28,Male,F,4
960,Craig,Olson,28,,C,6
961,Whitney,Miller,,Female,D,1
962,Victor,Soto,23,Female,F,1
963,Thomas,Martinez,-1,F,Z,1
964,Jennifer,Wong,,,C,4
965,Ivan,Peterson,,F,Z,1
966,Bryce,Cook,twenty,Male,C,3
967,Lisa,Ramirez,,M,A+,6
968,Jennifer,Gonzales MD,-1,M,A,5
969,Seth,Williams,24,Male,F,5
970,Vickie,Drake,25,Male,A+,4
971,Kirsten,Hodges,twenty,Female,A+,4
972,Rhonda,Mitchell,-1,,D,4
973,Lisa,Hernandez,-1,Female,F,4
974,William,Walker,,Male,A+,3
975,Mrs.,Mary Morales,twenty,Female,C,2
976,Samantha,Adams,twenty,F,A,2
977,Francisco,Rivera,-1,M,A+,6
978,Jonathan,Garcia,20,F,B,3
979,Shirley,Kelly,-1,,C,4
980,Alicia,Fuller,24,F,A+,2
981,Robert,Dunlap,-1,Female,C,3
982,Gregory,Wang,,M,B,6
983,Peter,Conley,,,C,3
984,Cameron,Tucker,-1,Male,D,4
985,Nathan,Dennis,twenty,F,D,6
986,Paul,Lee,,Female,D,2
987,Erin,Hobbs,,Female,B,1
988,Matthew,Ryan MD,-1,F,A,6
989,Chelsea,Skinner,25,Male,D,5
990,Patricia,Anderson,-1,Female,C,5
991,Henry,Wood,twenty,M,D,2
992,Tyler,Cole,-1,Female,Z,3
993,Joyce,Murillo,-1,F,C,2
994,Anthony,Gonzalez,twenty,,F,3
995,Mrs.,Debra Bell,twenty,,F,3
996,Mark,Garcia,twenty,,C,4
997,Jessica,Madden,twenty,,A+,4
998,Erin,Dunn,-1,Male,F,1
999,Tamara,Moreno,twenty,M,A,6
1000,Brittany,Fox,twenty,Male,D,2
